"","label","genes","vascular_subtype"
"1","brain_large_artery","Mgp","Large Artery"
"2","brain_large_artery","Cytl1","Large Artery"
"3","brain_large_artery","Fbln5","Large Artery"
"4","brain_large_artery","Clu","Large Artery"
"5","brain_large_artery","Eln","Large Artery"
"6","brain_large_artery","Bgn","Large Artery"
"7","brain_large_artery","Igfbp4","Large Artery"
"8","brain_large_artery","Cfh","Large Artery"
"9","brain_large_artery","Lmcd1","Large Artery"
"10","brain_large_artery","Bpgm","Large Artery"
"11","brain_large_artery","Cmip","Large Artery"
"12","brain_large_artery","Htra1","Large Artery"
"13","brain_large_artery","Sat1","Large Artery"
"14","brain_large_artery","Bmx","Large Artery"
"15","brain_large_artery","Reck","Large Artery"
"16","brain_large_artery","Emp3","Large Artery"
"17","brain_large_artery","Vim","Large Artery"
"18","brain_large_artery","S100a11","Large Artery"
"19","brain_large_artery","Timp2","Large Artery"
"20","brain_large_artery","Ptgis","Large Artery"
"21","brain_large_artery","Fhl1","Large Artery"
"22","brain_large_artery","Ccnd2","Large Artery"
"23","brain_large_artery","Cp","Large Artery"
"24","brain_large_artery","Emp1","Large Artery"
"25","brain_large_artery","Id2","Large Artery"
"26","brain_large_artery","Rhob","Large Artery"
"27","brain_large_artery","Tm4sf1","Large Artery"
"28","brain_large_artery","Fn1","Large Artery"
"29","brain_large_artery","Emp2","Large Artery"
"30","brain_large_artery","Pam","Large Artery"
"31","brain_large_artery","Cd82","Large Artery"
"32","brain_large_artery","Jag1","Large Artery"
"33","brain_large_artery","Spint2","Large Artery"
"34","brain_large_artery","Irf6","Large Artery"
"35","brain_large_artery","Kcnn4","Large Artery"
"36","brain_large_artery","Atp2a3","Large Artery"
"37","brain_large_artery","Ace","Large Artery"
"38","brain_large_artery","Nuak1","Large Artery"
"39","brain_large_artery","Gja4","Large Artery"
"40","brain_large_artery","Lmo1","Large Artery"
"41","brain_large_artery","Sdc1","Large Artery"
"42","brain_large_artery","Synpo","Large Artery"
"43","brain_large_artery","Edn1","Large Artery"
"44","brain_large_artery","Mmrn2","Large Artery"
"45","brain_large_artery","Tspan7","Large Artery"
"46","brain_large_artery","Phlda3","Large Artery"
"47","brain_large_artery","Arl15","Large Artery"
"48","brain_large_artery","Dkk2","Large Artery"
"49","brain_large_artery","Fstl1","Large Artery"
"50","brain_large_artery","H2-Q6","Large Artery"
"51","brain_arteryshearstress","8430408G22Rik","Artery"
"52","brain_arteryshearstress","S100a6","Artery"
"53","brain_arteryshearstress","Azin1","Artery"
"54","brain_arteryshearstress","Pi16","Artery"
"55","brain_arteryshearstress","Cd9","Artery"
"56","brain_arteryshearstress","Gadd45g","Artery"
"57","brain_arteryshearstress","Timp3","Artery"
"58","brain_arteryshearstress","Stmn2","Artery"
"59","brain_arteryshearstress","Nr4a1","Artery"
"60","brain_arteryshearstress","Apold1","Artery"
"61","brain_arteryshearstress","Hbegf","Artery"
"62","brain_arteryshearstress","Lmna","Artery"
"63","brain_arteryshearstress","Nr4a2","Artery"
"64","brain_arteryshearstress","Cdh13","Artery"
"65","brain_arteryshearstress","Crip1","Artery"
"66","brain_arteryshearstress","Ckb","Artery"
"67","brain_arteryshearstress","Cyb5r3","Artery"
"68","brain_arteryshearstress","Ppp1r15a","Artery"
"69","brain_arteryshearstress","S100a10","Artery"
"70","brain_arteryshearstress","Amd1","Artery"
"71","brain_arteryshearstress","Tmem100","Artery"
"72","brain_arteryshearstress","Lrrc32","Artery"
"73","brain_arteryshearstress","Cdk19","Artery"
"74","brain_arteryshearstress","Fez1","Artery"
"75","brain_arteryshearstress","Ssu2","Artery"
"76","brain_arteryshearstress","Ccnl1","Artery"
"77","brain_arteryshearstress","Lypd1","Artery"
"78","brain_arteryshearstress","Nov","Artery"
"79","brain_arteryshearstress","Atf3","Artery"
"80","brain_arteryshearstress","Laptm5","Artery"
"81","brain_arteryshearstress","Rasd1","Artery"
"82","brain_arteryshearstress","Ccdc184","Artery"
"83","brain_arteryshearstress","Klf4","Artery"
"84","brain_arteryshearstress","Fos","Artery"
"85","brain_arteryshearstress","Adamts1","Artery"
"86","brain_arteryshearstress","Fbln2","Artery"
"87","brain_arteryshearstress","Actg1","Artery"
"88","brain_arteryshearstress","Col18a1","Artery"
"89","brain_arteryshearstress","P2ry2","Artery"
"90","brain_arteryshearstress","Npnt","Artery"
"91","brain_arteryshearstress","Kazald1","Artery"
"92","brain_arteryshearstress","Tppp3","Artery"
"93","brain_arteryshearstress","Mast4","Artery"
"94","brain_arteryshearstress","S100a4","Artery"
"95","brain_arteryshearstress","Dbndd2","Artery"
"96","brain_arteryshearstress","Gper1","Artery"
"97","brain_arteryshearstress","Prex2","Artery"
"98","brain_arteryshearstress","Dusp2","Artery"
"99","brain_arteryshearstress","Hspa5","Artery"
"100","brain_arteryshearstress","Trpv4","Artery"
"101","brain_artery","Gkn3","Artery"
"102","brain_artery","Egfl8","Artery"
"103","brain_artery","Vegfc","Artery"
"104","brain_artery","Hrct1","Artery"
"105","brain_artery","Cdkn1c","Artery"
"106","brain_artery","Eps8l2","Artery"
"107","brain_artery","Alpl","Artery"
"108","brain_artery","Hey1","Artery"
"109","brain_artery","Edn3","Artery"
"110","brain_artery","Mgst1","Artery"
"111","brain_artery","Eogt","Artery"
"112","brain_artery","Hist1h2bc","Artery"
"113","brain_artery","Irf7","Artery"
"114","brain_artery","Ifitm3","Artery"
"115","brain_artery","Wnt5b","Artery"
"116","brain_artery","Mall","Artery"
"117","brain_artery","Sox18","Artery"
"118","brain_artery","Mylk","Artery"
"119","brain_artery","Ifi47","Artery"
"120","brain_artery","Syt15","Artery"
"121","brain_artery","Dll4","Artery"
"122","brain_artery","Ccnd1","Artery"
"123","brain_artery","Arhgap10","Artery"
"124","brain_artery","C1qtnf9","Artery"
"125","brain_artery","P2ry1","Artery"
"126","brain_artery","Ret","Artery"
"127","brain_artery","Phf11d","Artery"
"128","brain_artery","Irgm2","Artery"
"129","brain_artery","Apol9b","Artery"
"130","brain_artery","Lgals3bp","Artery"
"131","brain_artery","Nrarp","Artery"
"132","brain_artery","Apol10b","Artery"
"133","brain_artery","Id1","Artery"
"134","brain_artery","Jag2","Artery"
"135","brain_artery","Fam114a1","Artery"
"136","brain_artery","Kank4","Artery"
"137","brain_artery","Ankrd29","Artery"
"138","brain_artery","Alox12","Artery"
"139","brain_artery","Tacc2","Artery"
"140","brain_artery","Zeb2","Artery"
"141","brain_artery","Nipal2","Artery"
"142","brain_artery","Bche","Artery"
"143","brain_artery","Hist1h1c","Artery"
"144","brain_artery","Calcoco1","Artery"
"145","brain_artery","Rnf152","Artery"
"146","brain_artery","Tec","Artery"
"147","brain_artery","Hist1h4h","Artery"
"148","brain_artery","Cxxc5","Artery"
"149","brain_artery","Islr2","Artery"
"150","brain_artery","Ankhd1","Artery"
"151","brain_capillaryarterial","Glul","Arteriole"
"152","brain_capillaryarterial","Rad54b","Arteriole"
"153","brain_capillaryarterial","Tuba1a","Arteriole"
"154","brain_capillaryarterial","Tgfb2","Arteriole"
"155","brain_capillaryarterial","Stmn1","Arteriole"
"156","brain_capillaryarterial","Akap12","Arteriole"
"157","brain_capillaryarterial","Klf6","Arteriole"
"158","brain_capillaryarterial","Dusp1","Arteriole"
"159","brain_capillaryarterial","Zfp771","Arteriole"
"160","brain_capillaryarterial","Actb","Arteriole"
"161","brain_capillaryarterial","Tnfrsf12a","Arteriole"
"162","brain_capillaryarterial","Akr1c14","Arteriole"
"163","brain_capillaryarterial","Krtap28-13","Arteriole"
"164","brain_capillaryarterial","Prkcd","Arteriole"
"165","brain_capillaryarterial","Fam49b","Arteriole"
"166","brain_capillaryarterial","Fam110a","Arteriole"
"167","brain_capillaryarterial","Ank","Arteriole"
"168","brain_capillaryarterial","Ecm1","Arteriole"
"169","brain_capillaryarterial","Runx1t1","Arteriole"
"170","brain_capillaryarterial","Nedd1","Arteriole"
"171","brain_capillaryarterial","Cables1","Arteriole"
"172","brain_capillaryarterial","Rassf4","Arteriole"
"173","brain_capillaryarterial","Otulin","Arteriole"
"174","brain_capillaryarterial","Cpsf3","Arteriole"
"175","brain_capillaryarterial","Ppp3cc","Arteriole"
"176","brain_capillaryarterial","Inpp5f","Arteriole"
"177","brain_capillaryarterial","Coa7","Arteriole"
"178","brain_capillaryarterial","Sf3b3","Arteriole"
"179","brain_capillaryarterial","Olfm5","Arteriole"
"180","brain_capillaryarterial","Surf6","Arteriole"
"181","brain_capillaryarterial","Ippk","Arteriole"
"182","brain_capillaryarterial","Fbxo25","Arteriole"
"183","brain_capillaryarterial","Bap1","Arteriole"
"184","brain_capillaryarterial","Rnf40","Arteriole"
"185","brain_capillaryarterial","Armcx2","Arteriole"
"186","brain_capillaryarterial","Top3b","Arteriole"
"187","brain_capillaryarterial","Ppm1h","Arteriole"
"188","brain_capillaryarterial","Ublcp1","Arteriole"
"189","brain_capillaryarterial","Il13ra1","Arteriole"
"190","brain_capillaryarterial","Tdrd7","Arteriole"
"191","brain_capillaryarterial","Dtnbp1","Arteriole"
"192","brain_capillaryarterial","Pip4k2c","Arteriole"
"193","brain_capillaryarterial","Pgs1","Arteriole"
"194","brain_capillaryarterial","Tsta3","Arteriole"
"195","brain_capillaryarterial","Trp53inp2","Arteriole"
"196","brain_capillaryarterial","Ccdc130","Arteriole"
"197","brain_capillaryarterial","Kiz","Arteriole"
"198","brain_capillaryarterial","Zfp950","Arteriole"
"199","brain_capillaryarterial","Rnf19a","Arteriole"
"200","brain_capillary","Cxcl12","Capillary"
"201","brain_capillary","Spock2","Capillary"
"202","brain_capillary","Gm9946","Capillary"
"203","brain_capillary","Lrrn3","Capillary"
"204","brain_capillary","Gstm7","Capillary"
"205","brain_capillary","Palm","Capillary"
"206","brain_capillary","Tbx3","Capillary"
"207","brain_capillary","Prdm16","Capillary"
"208","brain_capillary","Rasgrp2","Capillary"
"209","brain_capillary","Cd83","Capillary"
"210","brain_capillary","Pik3ip1","Capillary"
"211","brain_capillary","Pmaip1","Capillary"
"212","brain_capillary","Tnfrsf21","Capillary"
"213","brain_capillary","Prkcb","Capillary"
"214","brain_capillary","Plekhh2","Capillary"
"215","brain_capillary","Gpr160","Capillary"
"216","brain_capillary","Rftn2","Capillary"
"217","brain_capillary","Cnnm2","Capillary"
"218","brain_capillary","Krt222","Capillary"
"219","brain_capillary","Helz","Capillary"
"220","brain_capillary","Nanos1","Capillary"
"221","brain_capillary","Naa30","Capillary"
"222","brain_capillary","Napg","Capillary"
"223","brain_capillary","Ric1","Capillary"
"224","brain_capillary","Nt5dc2","Capillary"
"225","brain_capillary","Vangl2","Capillary"
"226","brain_capillary","2310040G24Rik","Capillary"
"227","brain_capillary","Htatip2","Capillary"
"228","brain_capillary","Utp14b","Capillary"
"229","brain_capillary","Rbfa","Capillary"
"230","brain_capillary","Adck2","Capillary"
"231","brain_capillary","Eif2ak4","Capillary"
"232","brain_capillary","Med27","Capillary"
"233","brain_capillary","2700046A07Rik","Capillary"
"234","brain_capillary","Pias3","Capillary"
"235","brain_capillary","Fam136a","Capillary"
"236","brain_capillary","2610301B20Rik","Capillary"
"237","brain_capillary","A630072M18Rik","Capillary"
"238","brain_capillary","Nup37","Capillary"
"239","brain_capillary","Dnase2a","Capillary"
"240","brain_capillary","Zfp788","Capillary"
"241","brain_capillary","Slc43a2","Capillary"
"242","brain_capillary","Usp43","Capillary"
"243","brain_capillary","Cbx8","Capillary"
"244","brain_capillary","Nhlrc3","Capillary"
"245","brain_capillary","Clk2","Capillary"
"246","brain_capillary","Angptl4","Capillary"
"247","brain_capillary","BC037034","Capillary"
"248","brain_capillary","Naa16","Capillary"
"249","brain_capillary","B4galt7","Capillary"
"250","brain_capillaryvenous","Car4","Venule"
"251","brain_capillaryvenous","Gatm","Venule"
"252","brain_capillaryvenous","Itm2a","Venule"
"253","brain_capillaryvenous","Hmcn1","Venule"
"254","brain_capillaryvenous","Slc7a1","Venule"
"255","brain_capillaryvenous","Nkd1","Venule"
"256","brain_capillaryvenous","Hspa1a","Venule"
"257","brain_capillaryvenous","Smox","Venule"
"258","brain_capillaryvenous","Slc31a1","Venule"
"259","brain_capillaryvenous","Slc39a8","Venule"
"260","brain_capillaryvenous","Ttyh2","Venule"
"261","brain_capillaryvenous","Tfrc","Venule"
"262","brain_capillaryvenous","Ddc","Venule"
"263","brain_capillaryvenous","Tiam1","Venule"
"264","brain_capillaryvenous","Hmgcs2","Venule"
"265","brain_capillaryvenous","Hspa1b","Venule"
"266","brain_capillaryvenous","Nampt","Venule"
"267","brain_capillaryvenous","Fam13a","Venule"
"268","brain_capillaryvenous","Ddah1","Venule"
"269","brain_capillaryvenous","Zic3","Venule"
"270","brain_capillaryvenous","Lmntd1","Venule"
"271","brain_capillaryvenous","Zic2","Venule"
"272","brain_capillaryvenous","Ssx2ip","Venule"
"273","brain_capillaryvenous","Adamtsl2","Venule"
"274","brain_capillaryvenous","Gpr85","Venule"
"275","brain_capillaryvenous","Ly75","Venule"
"276","brain_capillaryvenous","Jmy","Venule"
"277","brain_capillaryvenous","Fam210b","Venule"
"278","brain_capillaryvenous","Samsn1","Venule"
"279","brain_capillaryvenous","1110008L16Rik","Venule"
"280","brain_capillaryvenous","Steap3","Venule"
"281","brain_capillaryvenous","Dopey1","Venule"
"282","brain_capillaryvenous","Bend5","Venule"
"283","brain_capillaryvenous","Cyp2e1","Venule"
"284","brain_capillaryvenous","4930578C19Rik","Venule"
"285","brain_capillaryvenous","Mcoln1","Venule"
"286","brain_capillaryvenous","Rab31","Venule"
"287","brain_capillaryvenous","9930012K11Rik","Venule"
"288","brain_capillaryvenous","Nhlrc2","Venule"
"289","brain_capillaryvenous","Dkc1","Venule"
"290","brain_capillaryvenous","Stox1","Venule"
"291","brain_capillaryvenous","Gpr155","Venule"
"292","brain_capillaryvenous","Acsl1","Venule"
"293","brain_capillaryvenous","Fam129a","Venule"
"294","brain_capillaryvenous","Rnf149","Venule"
"295","brain_capillaryvenous","Notumos","Venule"
"296","brain_capillaryvenous","Zfp263","Venule"
"297","brain_capillaryvenous","Sh3tc2","Venule"
"298","brain_capillaryvenous","Slc25a42","Venule"
"299","brain_capillaryvenous","Tpk1","Venule"
"300","brain_largevein","Tmsb10","Vein"
"301","brain_largevein","Vcam1","Vein"
"302","brain_largevein","Slc38a5","Vein"
"303","brain_largevein","Icam1","Vein"
"304","brain_largevein","Tmem252","Vein"
"305","brain_largevein","Lcn2","Vein"
"306","brain_largevein","Vwf","Vein"
"307","brain_largevein","Ctsc","Vein"
"308","brain_largevein","Tgm2","Vein"
"309","brain_largevein","Ackr1","Vein"
"310","brain_largevein","Apod","Vein"
"311","brain_largevein","Apoe","Vein"
"312","brain_largevein","Nfkbia","Vein"
"313","brain_largevein","Hs3st1","Vein"
"314","brain_largevein","Ptn","Vein"
"315","brain_largevein","Ch25h","Vein"
"316","brain_largevein","Fth1","Vein"
"317","brain_largevein","Ptgs2","Vein"
"318","brain_largevein","Cxcl1","Vein"
"319","brain_largevein","Net1","Vein"
"320","brain_largevein","Itih5","Vein"
"321","brain_largevein","Rgs16","Vein"
"322","brain_largevein","Rnase4","Vein"
"323","brain_largevein","Mt1","Vein"
"324","brain_largevein","Csf1","Vein"
"325","brain_largevein","Serpinb9","Vein"
"326","brain_largevein","Rbp1","Vein"
"327","brain_largevein","Gm9844","Vein"
"328","brain_largevein","Mt2","Vein"
"329","brain_largevein","Lrg1","Vein"
"330","brain_largevein","Nr2f2","Vein"
"331","brain_largevein","Gbp4","Vein"
"332","brain_largevein","Jun","Vein"
"333","brain_largevein","Il1r1","Vein"
"334","brain_largevein","Tmem176b","Vein"
"335","brain_largevein","Foxf1","Vein"
"336","brain_largevein","Cpe","Vein"
"337","brain_largevein","Zfp36l2","Vein"
"338","brain_largevein","Serpinb6b","Vein"
"339","brain_largevein","Dusp23","Vein"
"340","brain_largevein","Polk","Vein"
"341","brain_largevein","Cd14","Vein"
"342","brain_largevein","Dnm3","Vein"
"343","brain_largevein","Il6st","Vein"
"344","brain_largevein","Car14","Vein"
"345","brain_largevein","Gm5127","Vein"
"346","brain_largevein","Wnt5a","Vein"
"347","brain_largevein","Sema6a","Vein"
"348","brain_largevein","Flrt2","Vein"
"349","brain_largevein","Car2","Vein"
"350","brain_interferon","Isg15","Immunogenic"
"351","brain_interferon","Ifit1","Immunogenic"
"352","brain_interferon","Pglyrp1","Immunogenic"
"353","brain_interferon","Slc7a5","Immunogenic"
"354","brain_interferon","Ifit3","Immunogenic"
"355","brain_interferon","Sparcl1","Immunogenic"
"356","brain_interferon","Slc3a2","Immunogenic"
"357","brain_interferon","Ifit3b","Immunogenic"
"358","brain_interferon","Slc38a3","Immunogenic"
"359","brain_interferon","Usp18","Immunogenic"
"360","brain_interferon","Nostrin","Immunogenic"
"361","brain_interferon","Slc1a1","Immunogenic"
"362","brain_interferon","Oasl2","Immunogenic"
"363","brain_interferon","Ctla2a","Immunogenic"
"364","brain_interferon","Slc40a1","Immunogenic"
"365","brain_interferon","Bst2","Immunogenic"
"366","brain_interferon","Igf1r","Immunogenic"
"367","brain_interferon","Irgm1","Immunogenic"
"368","brain_interferon","Rtp4","Immunogenic"
"369","brain_interferon","Slc16a1","Immunogenic"
"370","brain_interferon","Mfsd2a","Immunogenic"
"371","brain_interferon","Stat1","Immunogenic"
"372","brain_interferon","Dusp6","Immunogenic"
"373","brain_interferon","AW112010","Immunogenic"
"374","brain_interferon","Csrp2","Immunogenic"
"375","brain_interferon","Igtp","Immunogenic"
"376","brain_interferon","Rsad2","Immunogenic"
"377","brain_interferon","Tgtp2","Immunogenic"
"378","brain_interferon","Ccdc141","Immunogenic"
"379","brain_interferon","4430402I18Rik","Immunogenic"
"380","brain_interferon","Slco2b1","Immunogenic"
"381","brain_interferon","Cmpk2","Immunogenic"
"382","brain_interferon","Abhd2","Immunogenic"
"383","brain_interferon","Ndnf","Immunogenic"
"384","brain_interferon","Slfn2","Immunogenic"
"385","brain_interferon","Ifi44","Immunogenic"
"386","brain_interferon","Gnb4","Immunogenic"
"387","brain_interferon","Hsp90aa1","Immunogenic"
"388","brain_interferon","Cdkn2b","Immunogenic"
"389","brain_interferon","Ankrd37","Immunogenic"
"390","brain_interferon","Oasl1","Immunogenic"
"391","brain_interferon","Notum","Immunogenic"
"392","brain_interferon","Bok","Immunogenic"
"393","brain_interferon","Tgtp1","Immunogenic"
"394","brain_interferon","Grb14","Immunogenic"
"395","brain_interferon","Samd9l","Immunogenic"
"396","brain_interferon","Adm","Immunogenic"
"397","brain_interferon","Ctla2b","Immunogenic"
"398","brain_interferon","Mboat1","Immunogenic"
"399","brain_interferon","Clec2d","Immunogenic"
"400","brain_choroidplexus","Plvap","Capillary"
"401","brain_choroidplexus","Plpp3","Capillary"
"402","brain_choroidplexus","Plpp1","Capillary"
"403","brain_choroidplexus","Nrp1","Capillary"
"404","brain_choroidplexus","Cd24a","Capillary"
"405","brain_choroidplexus","Socs3","Capillary"
"406","brain_choroidplexus","Rgcc","Capillary"
"407","brain_choroidplexus","Igfbp3","Capillary"
"408","brain_choroidplexus","Kdr","Capillary"
"409","brain_choroidplexus","Ehd4","Capillary"
"410","brain_choroidplexus","Esm1","Capillary"
"411","brain_choroidplexus","Emcn","Capillary"
"412","brain_choroidplexus","Plscr2","Capillary"
"413","brain_choroidplexus","Mef2c","Capillary"
"414","brain_choroidplexus","Ier3","Capillary"
"415","brain_choroidplexus","Cd300lg","Capillary"
"416","brain_choroidplexus","Rdx","Capillary"
"417","brain_choroidplexus","Ramp3","Capillary"
"418","brain_choroidplexus","Plscr1","Capillary"
"419","brain_choroidplexus","Thrsp","Capillary"
"420","brain_choroidplexus","Mgll","Capillary"
"421","brain_choroidplexus","Sgk1","Capillary"
"422","brain_choroidplexus","Gm13889","Capillary"
"423","brain_choroidplexus","Clec14a","Capillary"
"424","brain_choroidplexus","Gngt2","Capillary"
"425","brain_choroidplexus","Egr1","Capillary"
"426","brain_choroidplexus","Pim3","Capillary"
"427","brain_choroidplexus","Zfp36","Capillary"
"428","brain_choroidplexus","Hspg2","Capillary"
"429","brain_choroidplexus","Csrnp1","Capillary"
"430","brain_choroidplexus","Jam3","Capillary"
"431","brain_choroidplexus","Irx3","Capillary"
"432","brain_choroidplexus","Gja1","Capillary"
"433","brain_choroidplexus","Prss23","Capillary"
"434","brain_choroidplexus","Bhlhe40","Capillary"
"435","brain_choroidplexus","Ivns1abp","Capillary"
"436","brain_choroidplexus","Junb","Capillary"
"437","brain_choroidplexus","Gas6","Capillary"
"438","brain_choroidplexus","Oaz2","Capillary"
"439","brain_choroidplexus","Thbd","Capillary"
"440","brain_choroidplexus","Cald1","Capillary"
"441","brain_choroidplexus","Mfap2","Capillary"
"442","brain_choroidplexus","Hes1","Capillary"
"443","brain_choroidplexus","Marcksl1","Capillary"
"444","brain_choroidplexus","Irf1","Capillary"
"445","brain_choroidplexus","Meox1","Capillary"
"446","brain_choroidplexus","Gm12216","Capillary"
"447","brain_choroidplexus","Ier5","Capillary"
"448","brain_choroidplexus","St3gal4","Capillary"
"449","brain_choroidplexus","Cdc42ep4","Capillary"
"450","testis_largeartery","Mgp","Large Artery"
"451","testis_largeartery","Igfbp3","Large Artery"
"452","testis_largeartery","Eln","Large Artery"
"453","testis_largeartery","Fbln2","Large Artery"
"454","testis_largeartery","Clu","Large Artery"
"455","testis_largeartery","Gkn3","Large Artery"
"456","testis_largeartery","Ltbp4","Large Artery"
"457","testis_largeartery","Gja4","Large Artery"
"458","testis_largeartery","Vim","Large Artery"
"459","testis_largeartery","Sparcl1","Large Artery"
"460","testis_largeartery","Slc2a1","Large Artery"
"461","testis_largeartery","Cst3","Large Artery"
"462","testis_largeartery","Htra1","Large Artery"
"463","testis_largeartery","Ctsh","Large Artery"
"464","testis_largeartery","Sema3g","Large Artery"
"465","testis_largeartery","Fhl1","Large Artery"
"466","testis_largeartery","Zyx","Large Artery"
"467","testis_largeartery","Tinagl1","Large Artery"
"468","testis_largeartery","Plat","Large Artery"
"469","testis_largeartery","Tm4sf1","Large Artery"
"470","testis_largeartery","Bmx","Large Artery"
"471","testis_largeartery","Pdcd4","Large Artery"
"472","testis_largeartery","Serpinf1","Large Artery"
"473","testis_largeartery","H2-K1","Large Artery"
"474","testis_largeartery","Pecam1","Large Artery"
"475","testis_largeartery","Tmem176b","Large Artery"
"476","testis_largeartery","Ctsd","Large Artery"
"477","testis_largeartery","Rgs10","Large Artery"
"478","testis_largeartery","Fn1","Large Artery"
"479","testis_largeartery","Col18a1","Large Artery"
"480","testis_largeartery","Degs2","Large Artery"
"481","testis_largeartery","Enpp6","Large Artery"
"482","testis_largeartery","Ace","Large Artery"
"483","testis_largeartery","Sdc1","Large Artery"
"484","testis_largeartery","Sat1","Large Artery"
"485","testis_largeartery","H2-Q7","Large Artery"
"486","testis_largeartery","Atp2a3","Large Artery"
"487","testis_largeartery","Gja5","Large Artery"
"488","testis_largeartery","H2-D1","Large Artery"
"489","testis_largeartery","Ccnd2","Large Artery"
"490","testis_largeartery","Tppp3","Large Artery"
"491","testis_largeartery","Hey1","Large Artery"
"492","testis_largeartery","Cldn5","Large Artery"
"493","testis_largeartery","Jag1","Large Artery"
"494","testis_largeartery","Gstm1","Large Artery"
"495","testis_largeartery","Bpgm","Large Artery"
"496","testis_largeartery","Cytl1","Large Artery"
"497","testis_largeartery","Rsph9","Large Artery"
"498","testis_largeartery","Efna1","Large Artery"
"499","testis_largeartery","Plpp1","Large Artery"
"500","testis_artery","Edn1","Artery"
"501","testis_artery","Ifi27l2a","Artery"
"502","testis_artery","Sox17","Artery"
"503","testis_artery","Gadd45g","Artery"
"504","testis_artery","Amd1","Artery"
"505","testis_artery","Ssu2","Artery"
"506","testis_artery","Ptprr","Artery"
"507","testis_artery","Crip1","Artery"
"508","testis_artery","Ptma","Artery"
"509","testis_artery","S100a4","Artery"
"510","testis_artery","Wfdc1","Artery"
"511","testis_artery","Cav1","Artery"
"512","testis_artery","Ier2","Artery"
"513","testis_artery","Jun","Artery"
"514","testis_artery","Alox12","Artery"
"515","testis_artery","Btg2","Artery"
"516","testis_artery","Lmna","Artery"
"517","testis_artery","Tgfb2","Artery"
"518","testis_artery","Klf2","Artery"
"519","testis_artery","Stmn1","Artery"
"520","testis_artery","Cdkn1c","Artery"
"521","testis_artery","Chd3","Artery"
"522","testis_artery","Klf4","Artery"
"523","testis_artery","Eef1a1","Artery"
"524","testis_artery","Cdk19","Artery"
"525","testis_artery","Hspa1a","Artery"
"526","testis_artery","Col8a1","Artery"
"527","testis_artery","Zfp36","Artery"
"528","testis_artery","Rsad2","Artery"
"529","testis_artery","Bmp2","Artery"
"530","testis_artery","Hist1h1c","Artery"
"531","testis_artery","Nebl","Artery"
"532","testis_artery","Akap13","Artery"
"533","testis_artery","Med1","Artery"
"534","testis_artery","Cit","Artery"
"535","testis_artery","Dbndd2","Artery"
"536","testis_artery","2810403A07Rik","Artery"
"537","testis_artery","Ccnl1","Artery"
"538","testis_artery","Rnf152","Artery"
"539","testis_artery","Ppp1r15a","Artery"
"540","testis_artery","Tmem243","Artery"
"541","testis_artery","Smarcd1","Artery"
"542","testis_artery","Il20rb","Artery"
"543","testis_artery","Cd36","Artery"
"544","testis_artery","Adarb1","Artery"
"545","testis_artery","Klhdc8b","Artery"
"546","testis_artery","Rasgrp3","Artery"
"547","testis_artery","Tmbim1","Artery"
"548","testis_artery","Rsrp1","Artery"
"549","testis_artery","Ppp1r15a","Artery"
"550","testis_capillaryarterial","Glul","Arteriole"
"551","testis_capillaryarterial","Spock2","Arteriole"
"552","testis_capillaryarterial","Mfsd2a","Arteriole"
"553","testis_capillaryarterial","Cxcl12","Arteriole"
"554","testis_capillaryarterial","Slc6a6","Arteriole"
"555","testis_capillaryarterial","Mal","Arteriole"
"556","testis_capillaryarterial","Ly6c1","Arteriole"
"557","testis_capillaryarterial","Ly6a","Arteriole"
"558","testis_capillaryarterial","Cd74","Arteriole"
"559","testis_capillaryarterial","Abcb1a","Arteriole"
"560","testis_capillaryarterial","Gm17322","Arteriole"
"561","testis_capillaryarterial","Tmem252","Arteriole"
"562","testis_capillaryarterial","Tuba1a","Arteriole"
"563","testis_capillaryarterial","Tsc22d1","Arteriole"
"564","testis_capillaryarterial","H2-Ab1","Arteriole"
"565","testis_capillaryarterial","Angptl4","Arteriole"
"566","testis_capillaryarterial","Rbp7","Arteriole"
"567","testis_capillaryarterial","H2-Aa","Arteriole"
"568","testis_capillaryarterial","Hes1","Arteriole"
"569","testis_capillaryarterial","Marcksl1","Arteriole"
"570","testis_capillaryarterial","H2-Eb1","Arteriole"
"571","testis_capillaryarterial","H2-DMb1","Arteriole"
"572","testis_capillaryarterial","Scn3b","Arteriole"
"573","testis_capillaryarterial","Tnrc6c","Arteriole"
"574","testis_capillaryarterial","Traf5","Arteriole"
"575","testis_capillaryarterial","Slc30a1","Arteriole"
"576","testis_capillaryarterial","Trak1","Arteriole"
"577","testis_capillaryarterial","Chuk","Arteriole"
"578","testis_capillaryarterial","Ppp2cb","Arteriole"
"579","testis_capillaryarterial","Gm14305","Arteriole"
"580","testis_capillaryarterial","Zyg11b","Arteriole"
"581","testis_capillaryarterial","Creb1","Arteriole"
"582","testis_capillaryarterial","Slc7a1","Arteriole"
"583","testis_capillaryarterial","Mapk8","Arteriole"
"584","testis_capillaryarterial","Rab24","Arteriole"
"585","testis_capillaryarterial","Dopey1","Arteriole"
"586","testis_capillaryarterial","Amz2","Arteriole"
"587","testis_capillaryarterial","Myef2","Arteriole"
"588","testis_capillaryarterial","Lman2l","Arteriole"
"589","testis_capillaryarterial","Acy3","Arteriole"
"590","testis_capillaryarterial","Mus81","Arteriole"
"591","testis_capillaryarterial","Rxrb","Arteriole"
"592","testis_capillaryarterial","Ncln","Arteriole"
