"","label","genes","vascular_subtype"
"2349","colon_capillary2","Ncoa7","Capillary"
"2350","colon_capillary2","Flt1","Capillary"
"2351","colon_capillary2","Slc16a1","Capillary"
"2352","colon_capillary2","Gm13889","Capillary"
"2353","colon_capillary2","Plscr1","Capillary"
"2354","colon_capillary2","Cd200","Capillary"
"2355","colon_capillary2","Exoc3l2","Capillary"
"2356","colon_capillary2","Lrrc3b","Capillary"
"2357","colon_capillary2","Ptp4a3","Capillary"
"2358","colon_capillary2","Itm2a","Capillary"
"2359","colon_capillary2","Pcdh17","Capillary"
"2360","colon_capillary2","Tnfaip2","Capillary"
"2361","colon_capillary2","Rsad2","Capillary"
"2362","colon_capillary2","Id3","Capillary"
"2363","colon_capillary2","Crim1","Capillary"
"2364","colon_capillary2","Actg1","Capillary"
"2365","colon_capillary2","Gas7","Capillary"
"2366","colon_capillary2","Serpinb1a","Capillary"
"2367","colon_capillary2","Prdm1","Capillary"
"2368","colon_capillary2","Efhd1","Capillary"
"2369","colon_capillary2","Penk","Capillary"
"2370","colon_capillary2","Abcg2","Capillary"
"2371","colon_capillary2","Actb","Capillary"
"2372","colon_capillary2","Akr1c14","Capillary"
"2373","colon_capillary2","Nr5a2","Capillary"
"2374","colon_capillary2","B2m","Capillary"
"2375","colon_capillary2","Tnfrsf11b","Capillary"
"2376","colon_capillary2","Rcan2","Capillary"
"2377","colon_capillary2","Cdc14a","Capillary"
"2378","colon_capillaryaqp7","Aqp1","Capillary"
"2379","colon_capillaryaqp7","C1qtnf9","Capillary"
"2380","colon_capillaryaqp7","Gpihbp1","Capillary"
"2381","colon_capillaryaqp7","Cd36","Capillary"
"2382","colon_capillaryaqp7","Aqp7","Capillary"
"2383","colon_capillaryaqp7","Tcf15","Capillary"
"2384","colon_capillaryaqp7","Fabp5","Capillary"
"2385","colon_capillaryaqp7","Tspan7","Capillary"
"2386","colon_capillaryaqp7","Meox2","Capillary"
"2387","colon_capillaryaqp7","Cdh13","Capillary"
"2388","colon_capillaryaqp7","Lmo1","Capillary"
"2389","colon_capillaryaqp7","Sept4","Capillary"
"2390","colon_capillaryaqp7","Pdzd2","Capillary"
"2391","colon_capillaryaqp7","Timp4","Capillary"
"2392","colon_capillaryaqp7","Abcb1a","Capillary"
"2393","colon_capillaryaqp7","Lpl","Capillary"
"2394","colon_capillaryaqp7","Rgs5","Capillary"
"2395","colon_capillaryaqp7","Gda","Capillary"
"2396","colon_capillaryaqp7","Nrarp","Capillary"
"2397","colon_capillaryaqp7","Ablim3","Capillary"
"2398","colon_capillaryaqp7","Isg15","Capillary"
"2399","colon_capillaryaqp7","Auts2","Capillary"
"2400","colon_capillaryaqp7","Ablim1","Capillary"
"2401","colon_capillaryaqp7","Lnx1","Capillary"
"2402","colon_capillaryaqp7","Lpar6","Capillary"
"2403","colon_capillaryaqp7","Fryl","Capillary"
"2404","colon_capillaryaqp7","Ifit3","Capillary"
"2405","colon_capillaryaqp7","Kcna5","Capillary"
"2406","colon_capillaryaqp7","Fmo1","Capillary"
"2407","colon_capillaryaqp7","Myadm","Capillary"
"2408","colon_capillaryaqp7","Rtp4","Capillary"
"2409","colon_capillaryaqp7","Ifit3b","Capillary"
"2410","colon_capillaryaqp7","Angptl4","Capillary"
"2411","colon_capillaryaqp7","Fam198b","Capillary"
"2412","colon_capillaryaqp7","Fam181b","Capillary"
"2413","colon_capillaryaqp7","Irf7","Capillary"
"2414","colon_capillaryaqp7","Mylk","Capillary"
"2415","colon_capillaryaqp7","Rasgrp2","Capillary"
"2416","colon_capillaryaqp7","Ccnd2","Capillary"
"2417","colon_capillaryaqp7","Cers4","Capillary"
"2418","colon_capillaryaqp7","Chst7","Capillary"
"2419","colon_capillaryaqp7","Abcb1b","Capillary"
"2420","colon_capillaryaqp7","Pcdh19","Capillary"
"2421","colon_capillaryaqp7","Ifit1","Capillary"
"2422","colon_capillaryaqp7","Cdkn1a","Capillary"
"2423","colon_capillaryaqp7","Cd44","Capillary"
"2424","colon_capillaryaqp7","Gbp3","Capillary"
"2425","colon_capillaryaqp7","Tacc1","Capillary"
"2426","colon_capillaryaqp7","Zbtb20","Capillary"
"2427","colon_capillaryaqp7","Map1b","Capillary"
"2428","colon_veinmadcam1","Lrg1","Vein"
"2429","colon_veinmadcam1","Ackr1","Vein"
"2430","colon_veinmadcam1","Vwf","Vein"
"2431","colon_veinmadcam1","Madcam1","Vein"
"2432","colon_veinmadcam1","Bgn","Vein"
"2433","colon_veinmadcam1","Slco2a1","Vein"
"2434","colon_veinmadcam1","Tmsb10","Vein"
"2435","colon_veinmadcam1","Cytl1","Vein"
"2436","colon_veinmadcam1","Prcp","Vein"
"2437","colon_veinmadcam1","Il6st","Vein"
"2438","colon_veinmadcam1","Tmem252","Vein"
"2439","colon_veinmadcam1","Amigo2","Vein"
"2440","colon_veinmadcam1","Spint2","Vein"
"2441","colon_veinmadcam1","Fam174b","Vein"
"2442","colon_veinmadcam1","Apoe","Vein"
"2443","colon_veinmadcam1","Calcrl","Vein"
"2444","colon_veinmadcam1","Ptgs1","Vein"
"2445","colon_veinmadcam1","Cadm3","Vein"
"2446","colon_veinmadcam1","Actn1","Vein"
"2447","colon_veinmadcam1","Rasa4","Vein"
"2448","colon_veinmadcam1","Ehd3","Vein"
"2449","colon_veinmadcam1","Prss23","Vein"
"2450","colon_veinmadcam1","Sncg","Vein"
"2451","colon_veinmadcam1","2200002D01Rik","Vein"
"2452","colon_veinmadcam1","Ctsh","Vein"
"2453","colon_veinmadcam1","Slfn2","Vein"
"2454","colon_veinmadcam1","Klk8","Vein"
"2455","colon_veinmadcam1","S100a10","Vein"
"2456","colon_veinmadcam1","Ctla2a","Vein"
"2457","colon_veinmadcam1","Ecm1","Vein"
"2458","colon_veinmadcam1","Icam1","Vein"
"2459","colon_veinmadcam1","Cysltr1","Vein"
"2460","colon_veinmadcam1","Rbp1","Vein"
"2461","colon_veinmadcam1","Adgrg6","Vein"
"2462","colon_veinmadcam1","AU021092","Vein"
"2463","colon_veinmadcam1","Eln","Vein"
"2464","colon_veinmadcam1","Lepr","Vein"
"2465","colon_veinmadcam1","Mgp","Vein"
"2466","colon_veinmadcam1","Arrb1","Vein"
"2467","colon_veinmadcam1","Emp3","Vein"
"2468","colon_veinmadcam1","MT-ND4","Vein"
"2469","colon_veinmadcam1","Myof","Vein"
"2470","colon_veinmadcam1","Oat","Vein"
"2471","colon_veinmadcam1","Lifr","Vein"
"2472","colon_veinmadcam1","Vcam1","Vein"
"2473","colon_veinmadcam1","Dnm3","Vein"
"2474","colon_veinmadcam1","Selp","Vein"
"2475","colon_veinmadcam1","Itgb4","Vein"
"2476","colon_veinmadcam1","Pgm5","Vein"
"2477","colon_veinmadcam1","Tmem100","Vein"
"2478","colon_lymphatic","Ccl21a","Lymphatic"
"2479","colon_lymphatic","Lyve1","Lymphatic"
"2480","colon_lymphatic","Mmrn1","Lymphatic"
"2481","colon_lymphatic","Fgl2","Lymphatic"
"2482","colon_lymphatic","Lcn2","Lymphatic"
"2483","colon_lymphatic","Fxyd6","Lymphatic"
"2484","colon_lymphatic","Igfbp5","Lymphatic"
"2485","colon_lymphatic","Cldn5","Lymphatic"
"2486","colon_lymphatic","Thy1","Lymphatic"
"2487","colon_lymphatic","Fth1","Lymphatic"
"2488","colon_lymphatic","Prelp","Lymphatic"
"2489","colon_lymphatic","Pard6g","Lymphatic"
"2490","colon_lymphatic","Tppp3","Lymphatic"
"2491","colon_lymphatic","Cyp4b1","Lymphatic"
"2492","colon_lymphatic","Reln","Lymphatic"
"2493","colon_lymphatic","Cp","Lymphatic"
"2494","colon_lymphatic","Cd63","Lymphatic"
"2495","colon_lymphatic","Maf","Lymphatic"
"2496","colon_lymphatic","Timp2","Lymphatic"
"2497","colon_lymphatic","Flt4","Lymphatic"
"2498","colon_lymphatic","Pdpn","Lymphatic"
"2499","colon_lymphatic","Timp3","Lymphatic"
"2500","colon_lymphatic","Adgrg3","Lymphatic"
"2501","colon_lymphatic","Cd9","Lymphatic"
"2502","colon_lymphatic","Gpm6a","Lymphatic"
"2503","colon_lymphatic","Lbp","Lymphatic"
"2504","colon_lymphatic","Ifi27l2a","Lymphatic"
"2505","colon_lymphatic","Cald1","Lymphatic"
"2506","colon_lymphatic","Ntn1","Lymphatic"
"2507","colon_lymphatic","Abi3bp","Lymphatic"
"2508","colon_lymphatic","Dtx1","Lymphatic"
"2509","colon_lymphatic","Tgfbi","Lymphatic"
"2510","colon_lymphatic","Col18a1","Lymphatic"
"2511","colon_lymphatic","Ahnak2","Lymphatic"
"2512","colon_lymphatic","Stab1","Lymphatic"
"2513","colon_lymphatic","Arl4a","Lymphatic"
"2514","colon_lymphatic","Cyb5r3","Lymphatic"
"2515","colon_lymphatic","Gucy1b3","Lymphatic"
"2516","colon_lymphatic","Comt","Lymphatic"
"2517","colon_lymphatic","Nr2f2","Lymphatic"
"2518","colon_lymphatic","Gucy1a3","Lymphatic"
"2519","colon_lymphatic","Serping1","Lymphatic"
"2520","colon_lymphatic","Tnxb","Lymphatic"
"2521","colon_lymphatic","Marcks","Lymphatic"
"2522","colon_lymphatic","Serpine2","Lymphatic"
"2523","colon_lymphatic","Vim","Lymphatic"
"2524","colon_lymphatic","Prox1","Lymphatic"
"2525","colon_lymphatic","Gmfg","Lymphatic"
"2526","colon_lymphatic","Lims1","Lymphatic"
"2527","colon_lymphatic","Ehd1","Lymphatic"
"2528","small_intestine_artery","Clu","Artery"
"2529","small_intestine_artery","Glul","Artery"
"2530","small_intestine_artery","Plat","Artery"
"2531","small_intestine_artery","Fbln5","Artery"
"2532","small_intestine_artery","Egr1","Artery"
"2533","small_intestine_artery","Gja4","Artery"
"2534","small_intestine_artery","Cyr61","Artery"
"2535","small_intestine_artery","Atf3","Artery"
"2536","small_intestine_artery","Klf2","Artery"
"2537","small_intestine_artery","Klf4","Artery"
"2538","small_intestine_artery","Edn1","Artery"
"2539","small_intestine_artery","Ier2","Artery"
"2540","small_intestine_artery","Azin1","Artery"
"2541","small_intestine_artery","Fos","Artery"
"2542","small_intestine_artery","Btg2","Artery"
"2543","small_intestine_artery","Ace","Artery"
"2544","small_intestine_artery","Stmn2","Artery"
"2545","small_intestine_artery","Ppp1r15a","Artery"
"2546","small_intestine_artery","Junb","Artery"
"2547","small_intestine_artery","Jun","Artery"
"2548","small_intestine_artery","Socs3","Artery"
"2549","small_intestine_artery","Zfp36","Artery"
"2550","small_intestine_artery","Igfbp4","Artery"
"2551","small_intestine_artery","Gadd45g","Artery"
"2552","small_intestine_artery","Cst3","Artery"
"2553","small_intestine_artery","Tm4sf1","Artery"
"2554","small_intestine_artery","Rnd1","Artery"
"2555","small_intestine_artery","Emp1","Artery"
"2556","small_intestine_artery","Nr4a1","Artery"
"2557","small_intestine_artery","Mast4","Artery"
"2558","small_intestine_artery","Ier3","Artery"
"2559","small_intestine_artery","Adamts1","Artery"
"2560","small_intestine_artery","Sat1","Artery"
"2561","small_intestine_artery","Jund","Artery"
"2562","small_intestine_artery","Jag1","Artery"
"2563","small_intestine_artery","Sema3g","Artery"
"2564","small_intestine_artery","Slc6a6","Artery"
"2565","small_intestine_artery","Sox17","Artery"
"2566","small_intestine_artery","Actg1","Artery"
"2567","small_intestine_artery","Fosb","Artery"
"2568","small_intestine_artery","Hey1","Artery"
"2569","small_intestine_artery","Dusp1","Artery"
"2570","small_intestine_artery","Mecom","Artery"
"2571","small_intestine_artery","Nudt4","Artery"
"2572","small_intestine_artery","Dll4","Artery"
"2573","small_intestine_artery","Gadd45b","Artery"
"2574","small_intestine_artery","Hspa1a","Artery"
"2575","small_intestine_artery","Rhob","Artery"
"2576","small_intestine_artery","Gja5","Artery"
"2577","small_intestine_artery","Fryl","Artery"
"2578","small_intestine_capillaryarterial","Scgb3a1","Arteriole"
"2579","small_intestine_capillaryarterial","Tmem176a","Arteriole"
"2580","small_intestine_capillaryarterial","Tmem176b","Arteriole"
"2581","small_intestine_capillaryarterial","Ncoa7","Arteriole"
"2582","small_intestine_capillaryarterial","Ly6a","Arteriole"
"2583","small_intestine_capillaryarterial","Plcb1","Arteriole"
"2584","small_intestine_capillaryarterial","Clca3a1","Arteriole"
"2585","small_intestine_capillaryarterial","Podxl","Arteriole"
"2586","small_intestine_capillaryarterial","Scarb1","Arteriole"
"2587","small_intestine_capillaryarterial","Clec2d","Arteriole"
"2588","small_intestine_capillaryarterial","Col13a1","Arteriole"
"2589","small_intestine_capillaryarterial","Stom","Arteriole"
"2590","small_intestine_capillaryarterial","Lifr","Arteriole"
"2591","small_intestine_capillaryarterial","Slc30a1","Arteriole"
"2592","small_intestine_capillaryarterial","Cyp26b1","Arteriole"
"2593","small_intestine_capillaryarterial","P2ry6","Arteriole"
"2594","small_intestine_capillaryarterial","Slc16a1","Arteriole"
"2595","small_intestine_capillaryarterial","Fam167b","Arteriole"
"2596","small_intestine_capillaryarterial","Ptp4a3","Arteriole"
"2597","small_intestine_capillaryarterial","Entpd1","Arteriole"
"2598","small_intestine_capillaryarterial","Rara","Arteriole"
"2599","small_intestine_capillaryarterial","Fam13c","Arteriole"
"2600","small_intestine_capillaryarterial","Syne2","Arteriole"
"2601","small_intestine_capillaryarterial","Clec1a","Arteriole"
"2602","small_intestine_capillaryarterial","Irak1","Arteriole"
"2603","small_intestine_capillaryarterial","Trim2","Arteriole"
"2604","small_intestine_capillaryarterial","Xpr1","Arteriole"
"2605","small_intestine_capillaryarterial","Srprb","Arteriole"
"2606","small_intestine_capillaryarterial","Gmpr","Arteriole"
"2607","small_intestine_capillaryarterial","Stard4","Arteriole"
"2608","small_intestine_capillaryarterial","Gsdmd","Arteriole"
"2609","small_intestine_capillaryarterial","Ppp6r3","Arteriole"
"2610","small_intestine_capillaryarterial","Dnajc15","Arteriole"
"2611","small_intestine_capillaryarterial","Ar","Arteriole"
"2612","small_intestine_capillaryarterial","Mak16","Arteriole"
"2613","small_intestine_capillaryarterial","Zfp87","Arteriole"
"2614","small_intestine_capillaryarterial","Metap1","Arteriole"
"2615","small_intestine_capillaryarterial","Slx1b","Arteriole"
"2616","small_intestine_capillaryarterial","Kcnq1ot1","Arteriole"
"2617","small_intestine_capillaryarterial","Lipe","Arteriole"
"2618","small_intestine_capillaryarterial","Nav2","Arteriole"
"2619","small_intestine_capillaryarterial","Ada","Arteriole"
"2620","small_intestine_capillaryarterial","Slc52a3","Arteriole"
"2621","small_intestine_capillaryarterial","Gcc2","Arteriole"
"2622","small_intestine_capillaryarterial","Rbm10","Arteriole"
"2623","small_intestine_capillaryarterial","Trrap","Arteriole"
"2624","small_intestine_capillaryarterial","Pck2","Arteriole"
"2625","small_intestine_capillaryarterial","Snx25","Arteriole"
"2626","small_intestine_capillaryarterial","Ugdh","Arteriole"
"2627","small_intestine_capillaryarterial","Pik3ip1","Arteriole"
"2628","small_intestine_capillary","Car4","Capillary"
"2629","small_intestine_capillary","Rgcc","Capillary"
"2630","small_intestine_capillary","Nrp1","Capillary"
"2631","small_intestine_capillary","Col4a1","Capillary"
"2632","small_intestine_capillary","Kdr","Capillary"
"2633","small_intestine_capillary","Thbs1","Capillary"
"2634","small_intestine_capillary","Flt1","Capillary"
"2635","small_intestine_capillary","Apold1","Capillary"
"2636","small_intestine_capillary","Nkx2-3","Capillary"
"2637","small_intestine_capillary","Col15a1","Capillary"
"2638","small_intestine_capillary","Ehd4","Capillary"
"2639","small_intestine_capillary","Plvap","Capillary"
"2640","small_intestine_capillary","AW112010","Capillary"
"2641","small_intestine_capillary","Ramp3","Capillary"
"2642","small_intestine_capillary","Esm1","Capillary"
"2643","small_intestine_capillary","Rapgef4","Capillary"
"2644","small_intestine_capillary","Plpp1","Capillary"
"2645","small_intestine_capillary","Vwa1","Capillary"
"2646","small_intestine_capillary","Tsc22d1","Capillary"
"2647","small_intestine_capillary","8430408G22Rik","Capillary"
"2648","small_intestine_capillary","Bcr","Capillary"
"2649","small_intestine_capillary","Sgk1","Capillary"
"2650","small_intestine_capillary","Sparc","Capillary"
"2651","small_intestine_capillary","Dlc1","Capillary"
"2652","small_intestine_capillary","Bhlhe40","Capillary"
"2653","small_intestine_capillary","Plk2","Capillary"
"2654","small_intestine_capillary","Plpp3","Capillary"
"2655","small_intestine_capillary","Ivns1abp","Capillary"
"2656","small_intestine_capillary","Exoc3l2","Capillary"
"2657","small_intestine_capillary","Hes1","Capillary"
"2658","small_intestine_capillary","Prdm1","Capillary"
"2659","small_intestine_capillary","Hspg2","Capillary"
"2660","small_intestine_capillary","Sox4","Capillary"
"2661","small_intestine_capillary","Gm13889","Capillary"
"2662","small_intestine_capillary","Tnfaip2","Capillary"
"2663","small_intestine_capillary","Car8","Capillary"
"2664","small_intestine_capillary","Mcam","Capillary"
"2665","small_intestine_capillary","Mndal","Capillary"
"2666","small_intestine_capillary","Nes","Capillary"
"2667","small_intestine_capillary","Irf1","Capillary"
"2668","small_intestine_capillary","Nid1","Capillary"
"2669","small_intestine_capillary","Dab2","Capillary"
"2670","small_intestine_capillary","Fosl2","Capillary"
"2671","small_intestine_capillary","Rgl1","Capillary"
"2672","small_intestine_capillary","Il4ra","Capillary"
"2673","small_intestine_capillary","Lpcat1","Capillary"
"2674","small_intestine_capillary","Nedd9","Capillary"
"2675","small_intestine_capillary","Ubc","Capillary"
"2676","small_intestine_capillary","Nostrin","Capillary"
"2677","small_intestine_capillary","Adgrl2","Capillary"
"2678","small_intestine_capillaryaqp7+","Gpihbp1","Capillary"
"2679","small_intestine_capillaryaqp7+","Cd36","Capillary"
"2680","small_intestine_capillaryaqp7+","Cxcl12","Capillary"
"2681","small_intestine_capillaryaqp7+","Id3","Capillary"
"2682","small_intestine_capillaryaqp7+","Tcf15","Capillary"
"2683","small_intestine_capillaryaqp7+","Id1","Capillary"
"2684","small_intestine_capillaryaqp7+","Aqp7","Capillary"
"2685","small_intestine_capillaryaqp7+","C1qtnf9","Capillary"
"2686","small_intestine_capillaryaqp7+","Tspan7","Capillary"
"2687","small_intestine_capillaryaqp7+","Fabp5","Capillary"
"2688","small_intestine_capillaryaqp7+","Pltp","Capillary"
"2689","small_intestine_capillaryaqp7+","Abcb1a","Capillary"
"2690","small_intestine_capillaryaqp7+","Crip1","Capillary"
"2691","small_intestine_capillaryaqp7+","Pdzd2","Capillary"
"2692","small_intestine_capillaryaqp7+","Hspb1","Capillary"
"2693","small_intestine_capillaryaqp7+","Cdh13","Capillary"
"2694","small_intestine_capillaryaqp7+","Timp4","Capillary"
"2695","small_intestine_capillaryaqp7+","Meox2","Capillary"
"2696","small_intestine_capillaryaqp7+","Ctnnbip1","Capillary"
"2697","small_intestine_capillaryaqp7+","Myo10","Capillary"
"2698","small_intestine_capillaryaqp7+","Cd93","Capillary"
"2699","small_intestine_capillaryaqp7+","Lnx1","Capillary"
"2700","small_intestine_capillaryaqp7+","Abcg2","Capillary"
"2701","small_intestine_capillaryaqp7+","Tubb2a","Capillary"
"2702","small_intestine_capillaryaqp7+","Lpl","Capillary"
"2703","small_intestine_capillaryaqp7+","Apoe","Capillary"
"2704","small_intestine_capillaryaqp7+","Fam43a","Capillary"
"2705","small_intestine_capillaryaqp7+","Kcna5","Capillary"
"2706","small_intestine_capillaryaqp7+","Ablim1","Capillary"
"2707","small_intestine_capillaryaqp7+","Ccdc85a","Capillary"
"2708","small_intestine_capillaryaqp7+","Cdkn1c","Capillary"
"2709","small_intestine_capillaryaqp7+","Auts2","Capillary"
"2710","small_intestine_capillaryaqp7+","Fmo1","Capillary"
"2711","small_intestine_capillaryaqp7+","Slc28a2","Capillary"
"2712","small_intestine_capillaryaqp7+","Btg3","Capillary"
"2713","small_intestine_capillaryaqp7+","Cdc42ep3","Capillary"
"2714","small_intestine_capillaryaqp7+","Hspa12b","Capillary"
"2715","small_intestine_capillaryaqp7+","Fam198b","Capillary"
"2716","small_intestine_capillaryaqp7+","Mustn1","Capillary"
"2717","small_intestine_capillaryaqp7+","Tspan6","Capillary"
"2718","small_intestine_capillaryaqp7+","Myadm","Capillary"
"2719","small_intestine_capillaryaqp7+","Lmo1","Capillary"
"2720","small_intestine_capillaryaqp7+","Tmcc3","Capillary"
"2721","small_intestine_capillaryaqp7+","Slc26a10","Capillary"
"2722","small_intestine_capillaryaqp7+","Irf7","Capillary"
"2723","small_intestine_capillaryaqp7+","Dach1","Capillary"
"2724","small_intestine_capillaryaqp7+","Rgs16","Capillary"
"2725","small_intestine_capillaryaqp7+","Mcf2l","Capillary"
"2726","small_intestine_capillaryaqp7+","Sdc3","Capillary"
"2727","small_intestine_capillaryaqp7+","Rsad2","Capillary"
"2728","small_intestine_veinmadcam1","Madcam1","Vein"
"2729","small_intestine_veinmadcam1","Lrg1","Vein"
"2730","small_intestine_veinmadcam1","Cldn5","Vein"
"2731","small_intestine_veinmadcam1","Slco2a1","Vein"
"2732","small_intestine_veinmadcam1","Bgn","Vein"
"2733","small_intestine_veinmadcam1","Vwf","Vein"
"2734","small_intestine_veinmadcam1","Tmem252","Vein"
"2735","small_intestine_veinmadcam1","Calcrl","Vein"
"2736","small_intestine_veinmadcam1","Arrb1","Vein"
"2737","small_intestine_veinmadcam1","Slco3a1","Vein"
"2738","small_intestine_veinmadcam1","MT-ND4","Vein"
"2739","small_intestine_veinmadcam1","MT-ND2","Vein"
"2740","small_intestine_veinmadcam1","Rasa4","Vein"
"2741","small_intestine_veinmadcam1","Icam1","Vein"
"2742","small_intestine_veinmadcam1","Il6st","Vein"
"2743","small_intestine_veinmadcam1","2200002D01Rik","Vein"
"2744","small_intestine_veinmadcam1","Fam174b","Vein"
"2745","small_intestine_veinmadcam1","Ptgs1","Vein"
"2746","small_intestine_veinmadcam1","Plac8","Vein"
"2747","small_intestine_veinmadcam1","Ehd3","Vein"
"2748","small_intestine_veinmadcam1","MT-ATP6","Vein"
"2749","small_intestine_veinmadcam1","Gem","Vein"
"2750","small_intestine_veinmadcam1","Aplnr","Vein"
"2751","small_intestine_veinmadcam1","Gucy1a3","Vein"
"2752","small_intestine_veinmadcam1","Emp3","Vein"
"2753","small_intestine_veinmadcam1","Itgb4","Vein"
"2754","small_intestine_veinmadcam1","Lepr","Vein"
"2755","small_intestine_veinmadcam1","Klk8","Vein"
"2756","small_intestine_veinmadcam1","Arl4d","Vein"
"2757","small_intestine_veinmadcam1","Abca1","Vein"
"2758","small_intestine_veinmadcam1","Tgfbi","Vein"
"2759","small_intestine_veinmadcam1","Cysltr1","Vein"
"2760","small_intestine_veinmadcam1","Plec","Vein"
"2761","small_intestine_veinmadcam1","Pigt","Vein"
"2762","small_intestine_veinmadcam1","Iigp1","Vein"
"2763","small_intestine_veinmadcam1","MT-ND1","Vein"
"2764","small_intestine_veinmadcam1","Ctla2a","Vein"
"2765","small_intestine_veinmadcam1","Ctsh","Vein"
"2766","small_intestine_veinmadcam1","Spns2","Vein"
"2767","small_intestine_veinmadcam1","Amigo2","Vein"
"2768","small_intestine_veinmadcam1","P4hb","Vein"
"2769","small_intestine_veinmadcam1","Ctnnal1","Vein"
"2770","small_intestine_veinmadcam1","Bace2","Vein"
"2771","small_intestine_veinmadcam1","Odc1","Vein"
"2772","small_intestine_veinmadcam1","Vmp1","Vein"
"2773","small_intestine_veinmadcam1","Dnm3","Vein"
"2774","small_intestine_veinmadcam1","Prpf40b","Vein"
"2775","small_intestine_veinmadcam1","Gda","Vein"
"2776","small_intestine_veinmadcam1","Fabp2","Vein"
"2777","small_intestine_veinmadcam1","Procr","Vein"
"2778","small_intestine_lymphatic","Ccl21a","Lymphatic"
"2779","small_intestine_lymphatic","Mmrn1","Lymphatic"
"2780","small_intestine_lymphatic","Lyve1","Lymphatic"
"2781","small_intestine_lymphatic","Maf","Lymphatic"
"2782","small_intestine_lymphatic","Fgl2","Lymphatic"
"2783","small_intestine_lymphatic","Reln","Lymphatic"
"2784","small_intestine_lymphatic","Cyp4b1","Lymphatic"
"2785","small_intestine_lymphatic","Aqp1","Lymphatic"
"2786","small_intestine_lymphatic","Lcn2","Lymphatic"
"2787","small_intestine_lymphatic","Flt4","Lymphatic"
"2788","small_intestine_lymphatic","Prelp","Lymphatic"
"2789","small_intestine_lymphatic","Nrp2","Lymphatic"
"2790","small_intestine_lymphatic","Adgrg3","Lymphatic"
"2791","small_intestine_lymphatic","Stab1","Lymphatic"
"2792","small_intestine_lymphatic","Fxyd6","Lymphatic"
"2793","small_intestine_lymphatic","Ifi27l2a","Lymphatic"
"2794","small_intestine_lymphatic","Pard6g","Lymphatic"
"2795","small_intestine_lymphatic","Tmsb10","Lymphatic"
"2796","small_intestine_lymphatic","Tnxb","Lymphatic"
"2797","small_intestine_lymphatic","Nr2f2","Lymphatic"
"2798","small_intestine_lymphatic","Ntn1","Lymphatic"
"2799","small_intestine_lymphatic","Cald1","Lymphatic"
"2800","small_intestine_lymphatic","Tppp3","Lymphatic"
"2801","small_intestine_lymphatic","Tshz2","Lymphatic"
"2802","small_intestine_lymphatic","Col23a1","Lymphatic"
"2803","small_intestine_lymphatic","Dtx1","Lymphatic"
"2804","small_intestine_lymphatic","Timp3","Lymphatic"
"2805","small_intestine_lymphatic","Cd63","Lymphatic"
"2806","small_intestine_lymphatic","Ltbp4","Lymphatic"
"2807","small_intestine_lymphatic","Cp","Lymphatic"
"2808","small_intestine_lymphatic","Camk2n1","Lymphatic"
"2809","small_intestine_lymphatic","Timp2","Lymphatic"
"2810","small_intestine_lymphatic","Gmfg","Lymphatic"
"2811","small_intestine_lymphatic","Il33","Lymphatic"
"2812","small_intestine_lymphatic","Prox1","Lymphatic"
"2813","small_intestine_lymphatic","Fth1","Lymphatic"
"2814","small_intestine_lymphatic","Marcks","Lymphatic"
"2815","small_intestine_lymphatic","Gng11","Lymphatic"
"2816","small_intestine_lymphatic","Gpx3","Lymphatic"
"2817","small_intestine_lymphatic","Pdpn","Lymphatic"
"2818","small_intestine_lymphatic","Ppfibp1","Lymphatic"
"2819","small_intestine_lymphatic","Hist1h2bc","Lymphatic"
"2820","small_intestine_lymphatic","Scn1b","Lymphatic"
"2821","small_intestine_lymphatic","Lbp","Lymphatic"
"2822","small_intestine_lymphatic","Lims1","Lymphatic"
"2823","small_intestine_lymphatic","Cyp1b1","Lymphatic"
"2824","small_intestine_lymphatic","Dlg1","Lymphatic"
"2825","small_intestine_lymphatic","Ltc4s","Lymphatic"
"2826","small_intestine_lymphatic","Ucp2","Lymphatic"
"2827","small_intestine_lymphatic","Abi3bp","Lymphatic"
"2828","heart_artery","Fbln5","Artery"
"2829","heart_artery","Stmn2","Artery"
"2830","heart_artery","8430408G22Rik","Artery"
"2831","heart_artery","Glul","Artery"
"2832","heart_artery","Fos","Artery"
"2833","heart_artery","Id1","Artery"
"2834","heart_artery","Hey1","Artery"
"2835","heart_artery","Sox17","Artery"
"2836","heart_artery","Gadd45g","Artery"
"2837","heart_artery","Btg2","Artery"
"2838","heart_artery","Ier2","Artery"
"2839","heart_artery","Klf4","Artery"
"2840","heart_artery","Alpl","Artery"
"2841","heart_artery","Junb","Artery"
"2842","heart_artery","Dusp1","Artery"
"2843","heart_artery","Cyr61","Artery"
"2844","heart_artery","Mecom","Artery"
"2845","heart_artery","Hspa1a","Artery"
"2846","heart_artery","Klf2","Artery"
"2847","heart_artery","Jun","Artery"
"2848","heart_artery","Plk2","Artery"
"2849","heart_artery","Crip1","Artery"
"2850","heart_artery","Slc6a6","Artery"
"2851","heart_artery","Amd1","Artery"
"2852","heart_artery","Rgs5","Artery"
"2853","heart_artery","Vegfc","Artery"
"2854","heart_artery","Sat1","Artery"
"2855","heart_artery","Azin1","Artery"
"2856","heart_artery","Adamts1","Artery"
"2857","heart_artery","Mast4","Artery"
"2858","heart_artery","Zfp36","Artery"
"2859","heart_artery","Fbln2","Artery"
"2860","heart_artery","Jund","Artery"
